Time  1 - default sample rate [s]	FS22DI_1_NTP_TIME [s]	FS22DI_1_DIAG_SEQ_NUMBER []	A1 [�m/m]	A2 [�m/m]	A3 [�m/m]	A4 [�m/m]	A5 [�m/m]	A6 [�m/m]	A7 [�m/m]	AT [�C]	B1 [�m/m]	B2 [�m/m]	B3 [�m/m]	B4 [�m/m]	B5 [�m/m]	B6 [�m/m]	B7 [�m/m]	B8 [�m/m]	B9 [�m/m]	B10 [�m/m]	B11 [�m/m]	B12 [�m/m]	B13 [�m/m]	B14 [�m/m]	B15 [�m/m]	BT [�C]	D1 [�m/m]	D2 [�m/m]	D3 [�m/m]	D4 [�m/m]	D5 [�m/m]	D6 [�m/m]	D7 [�m/m]	DT [�C]	E1 [�m/m]	E2 [�m/m]	E3 [�m/m]	E4 [�m/m]	E5 [�m/m]	E6 [�m/m]	E7 [�m/m]	E8 [�m/m]	E9 [�m/m]	E10 [�m/m]	E11 [�m/m]	E12 [�m/m]	E13 [�m/m]	E14 [�m/m]	E15 [�m/m]	ET [�C]
18,35	1683226690	9220,0	137,16	174,77	138,96	160,68	112,36	140,36	105,90	27,92	127,43	147,88	78,53	165,51	165,36	163,49	100,05	161,83	45,66	89,21	125,70	113,58	173,45	96,03	109,49	27,82	79,61	143,46	144,11	59,49	101,90	2,674	305,88	27,12	104,31	100,01	60,31	144,48	145,03	91,80	122,04	113,99	52,63	11,30	44,62	107,44	109,60	148,71	336,50	27,00	
18,35	1683226690	9220,0	138,19	173,75	140,78	160,89	113,25	139,67	106,39	27,79	127,74	147,78	78,74	165,31	165,56	162,68	99,35	163,03	46,65	89,21	124,31	113,29	175,41	95,84	109,68	27,77	80,32	142,85	144,51	59,49	102,10	2,179	305,78	26,97	103,90	100,32	59,29	142,96	144,42	90,59	120,23	113,39	52,23	10,80	43,64	106,85	109,99	149,88	336,79	27,00	
18,36	1683226690	9220,0	137,16	173,14	139,77	160,89	112,75	140,16	104,12	27,88	127,53	148,09	79,55	163,59	165,46	164,39	99,95	162,43	45,16	89,41	125,20	113,88	173,84	95,25	110,07	27,68	80,32	142,14	143,91	59,69	100,51	1,189	306,37	27,02	104,82	100,83	58,68	144,18	143,21	91,60	121,34	113,19	51,44	11,50	43,83	107,14	110,58	148,51	337,18	26,97	
18,36	1683226690	9220,0	136,76	174,46	140,58	160,28	112,36	140,36	106,09	27,90	126,92	149,52	77,92	164,80	165,76	162,88	100,55	161,63	46,06	89,41	125,10	113,09	173,84	97,01	110,27	27,72	79,71	143,56	145,12	59,69	101,60	1,684	306,17	27,04	104,10	101,24	58,68	143,67	144,42	91,80	121,14	112,99	52,03	10,41	44,03	107,14	109,30	149,20	337,09	26,95	
18,36	1683226690	9220,0	137,37	174,46	139,77	159,88	113,15	139,76	105,60	28,05	126,50	147,57	79,14	165,51	165,36	164,09	100,15	162,53	44,27	89,61	125,40	113,38	174,73	96,03	110,07	27,77	80,94	144,27	144,31	59,69	100,71	3,071	306,57	27,09	104,51	99,91	59,70	144,68	143,82	91,40	120,94	113,39	52,03	10,51	42,85	107,05	111,16	149,49	336,60	26,95	
18,36	1683226690	9220,0	137,16	174,56	139,97	160,68	113,25	140,06	105,90	27,82	127,63	148,09	79,35	165,31	165,36	162,18	100,75	162,83	46,45	88,61	124,91	112,70	172,96	95,16	110,27	27,87	79,71	143,26	143,91	59,89	101,00	1,090	305,58	27,02	104,00	100,42	59,29	143,87	143,82	90,29	121,14	112,79	52,03	11,20	43,64	106,75	108,81	148,22	337,47	27,03	
18,36	1683226690	9220,0	137,98	174,36	139,57	161,09	113,75	140,95	105,70	27,85	126,61	148,70	78,43	165,41	164,45	162,78	99,05	163,03	45,36	90,10	123,92	113,38	173,84	95,16	110,85	27,67	80,32	142,85	145,12	60,09	101,40	3,665	305,78	26,94	104,41	100,21	58,88	144,68	143,21	90,79	121,14	112,89	51,63	10,51	42,85	106,65	110,18	149,49	336,79	26,82	
18,37	1683226690	9220,0	136,76	172,84	140,58	160,89	112,95	139,67	106,09	27,90	128,35	147,37	79,45	166,02	165,36	163,49	100,25	162,13	44,66	88,42	125,70	112,79	173,84	95,25	110,07	27,79	80,32	142,85	145,12	60,09	102,70	2,873	306,17	27,09	105,13	100,83	59,49	144,38	143,82	90,79	120,74	113,39	52,03	9,912	44,23	107,05	109,79	149,30	336,89	27,02	
18,37	1683226690	9220,0	137,57	174,46	140,07	160,08	112,85	140,16	106,39	27,82	126,92	148,09	78,94	165,41	165,56	162,68	100,15	161,03	45,16	89,71	124,91	112,79	173,94	96,43	110,66	27,67	78,99	143,56	144,51	59,09	102,00	1,585	305,58	27,02	104,10	100,21	58,88	144,68	144,42	90,19	120,74	113,49	51,34	9,912	43,34	106,26	109,60	149,88	337,38	26,91	
18,37	1683226690	9220,0	136,76	174,46	139,97	160,28	112,95	139,67	105,99	27,95	126,50	147,88	78,84	166,12	164,85	163,08	100,55	162,23	45,96	89,80	125,79	114,47	174,82	96,62	109,49	27,79	79,71	142,34	143,30	60,09	100,41	0,9905	307,16	27,07	104,51	100,62	59,90	144,89	143,21	90,59	121,14	113,39	53,23	10,21	43,24	106,75	110,67	149,30	337,28	26,96	
18,37	1683226690	9220,0	137,78	173,55	139,97	160,68	112,75	139,67	105,60	27,87	126,61	148,90	78,33	165,41	164,55	162,88	100,55	162,03	45,66	90,10	124,51	113,78	174,63	95,84	108,71	27,72	79,71	142,44	144,01	59,29	101,60	3,665	306,76	27,01	104,41	101,24	58,48	143,57	143,92	91,80	120,94	113,59	52,63	10,71	44,03	106,26	110,58	149,59	338,16	26,95	
18,37	1683226690	9220,0	138,80	175,07	139,97	160,68	113,45	139,67	106,59	28,00	126,50	147,17	78,33	164,90	165,86	162,98	99,45	162,43	45,16	89,11	124,51	113,48	173,94	96,33	109,68	27,68	79,61	144,27	144,11	59,49	101,40	2,278	306,76	27,04	104,51	100,32	59,49	143,97	143,92	89,79	121,34	113,19	52,53	10,51	43,44	106,95	110,97	150,08	337,67	26,91	
18,38	1683226690	9220,0	136,96	174,77	141,18	160,89	113,35	140,66	105,90	27,82	127,43	149,11	79,14	164,09	165,66	163,29	100,55	162,83	45,86	88,71	124,12	113,48	173,94	96,91	110,07	27,79	79,71	143,66	145,02	59,89	101,00	1,981	305,39	27,01	104,72	101,13	58,78	143,36	143,92	91,09	120,94	113,99	52,33	10,80	42,85	107,73	109,40	148,61	337,67	27,02	
18,38	1683226690	9220,0	138,39	174,77	139,87	160,68	112,55	140,16	105,60	27,97	127,02	147,37	78,43	164,90	166,17	163,49	99,95	162,43	45,66	89,11	124,71	113,48	173,84	96,33	111,04	27,73	78,99	142,85	144,51	59,69	101,60	2,080	306,17	27,07	104,00	100,62	58,78	143,97	143,21	91,40	120,94	113,39	51,44	10,31	43,54	107,05	109,69	149,69	336,21	26,97	
18,38	1683226690	9220,0	136,76	173,75	139,97	160,48	113,15	139,57	105,21	27,95	126,71	148,09	78,94	165,41	165,36	162,78	99,75	162,13	44,27	88,71	124,71	114,76	174,53	95,25	110,27	27,75	78,99	142,85	143,91	60,29	101,40	0,8915	305,98	27,14	104,92	100,42	58,27	143,67	143,41	90,19	122,34	113,19	51,83	10,31	43,04	106,75	110,48	149,88	336,79	26,92	
18,38	1683226690	9220,0	136,55	174,56	141,18	161,09	112,75	139,57	105,70	27,98	126,92	149,31	78,43	164,70	164,55	163,59	99,15	162,43	46,06	89,80	124,91	112,79	174,63	96,52	111,43	27,79	78,99	143,26	145,12	60,09	102,50	1,981	305,98	27,17	104,82	101,24	58,88	143,16	143,31	91,60	120,74	113,19	52,53	10,71	43,34	107,73	109,40	149,49	336,21	27,03	
18,38	1683226690	9220,0	137,37	173,75	140,17	159,68	113,15	139,17	105,60	27,92	126,92	146,86	78,53	166,12	166,07	163,08	101,76	162,53	45,26	89,61	125,70	113,58	173,65	97,01	109,88	27,71	80,32	142,34	143,50	59,89	101,90	2,674	306,37	27,12	104,10	100,32	60,11	144,28	143,41	90,09	120,23	113,59	52,23	10,31	43,44	106,75	110,58	150,27	337,28	26,87	
18,39	1683226690	9220,0	136,96	173,95	139,37	160,68	113,45	139,67	105,60	27,92	126,71	148,70	79,14	165,41	164,95	164,29	99,95	161,83	45,86	88,71	125,10	112,99	174,14	97,40	109,68	27,79	78,99	142,04	142,90	59,49	100,80	3,170	305,78	27,02	104,51	100,62	58,68	143,97	143,41	92,00	121,34	112,89	52,23	10,90	44,23	106,36	109,79	149,00	336,79	26,97	
18,39	1683226690	9220,0	137,98	173,75	140,07	160,89	112,36	140,16	105,80	27,79	127,22	148,49	78,94	164,70	166,17	163,49	101,05	163,63	45,66	89,41	125,70	114,07	173,45	94,28	111,04	27,82	80,32	143,56	144,11	59,69	101,50	1,189	306,17	26,97	104,41	101,54	58,98	143,16	143,21	90,79	119,93	112,89	52,03	11,10	43,44	106,65	109,40	150,08	337,57	27,06	
18,39	1683226690	9220,0	137,16	173,65	140,48	160,08	112,36	139,17	106,68	27,79	127,22	147,06	78,94	165,51	165,56	163,39	100,15	162,53	45,26	89,61	125,89	114,37	173,65	96,03	110,36	27,77	79,61	143,87	144,51	59,09	101,30	1,882	306,37	26,97	103,69	100,11	59,90	143,87	143,41	90,89	120,74	113,39	52,03	11,10	43,54	106,95	108,81	149,69	336,60	27,00	
18,39	1683226690	9220,0	137,57	173,34	140,07	161,69	111,76	140,16	106,78	28,02	126,81	148,09	78,12	166,12	164,85	162,48	98,75	164,03	46,45	89,01	124,91	112,79	174,14	95,84	110,27	27,77	79,61	142,04	144,01	59,09	102,70	2,278	306,47	27,11	103,69	100,21	58,07	144,07	143,21	90,09	121,34	113,49	51,63	10,71	43,34	106,55	110,38	150,27	337,18	26,92	
18,39	1683226690	9220,0	136,96	174,16	139,37	160,89	112,36	139,17	106,39	27,96	126,92	148,29	79,24	164,90	166,57	162,78	100,85	163,23	45,06	89,71	124,91	113,09	174,04	96,23	109,88	27,70	79,71	142,85	143,50	59,89	102,50	1,783	307,26	27,11	104,10	100,72	59,29	143,16	143,41	90,29	120,94	113,69	52,63	11,50	43,04	106,75	109,40	149,88	336,60	26,92	
18,40	1683226690	9220,0	137,16	174,97	139,97	161,09	112,16	139,76	106,78	27,79	127,43	148,49	78,53	165,41	165,16	163,29	100,75	161,03	46,55	90,80	124,02	112,79	173,16	97,11	111,34	27,70	80,32	142,85	144,01	59,69	101,90	3,764	306,47	26,97	104,31	100,32	59,70	143,97	143,82	91,80	121,84	113,39	52,23	10,90	42,65	106,75	110,38	149,10	337,77	26,92	
18,40	1683226690	9220,0	137,98	174,16	140,38	159,68	112,55	141,25	105,40	27,95	126,71	147,78	78,74	164,30	165,16	163,69	100,35	162,23	45,36	89,61	125,50	113,78	174,82	95,64	111,34	27,76	80,32	141,63	144,51	60,69	101,60	2,674	306,27	27,07	104,31	100,32	58,48	143,16	143,11	90,39	121,14	112,89	52,63	10,90	42,65	107,64	110,58	149,88	337,28	27,00	
18,40	1683226690	9220,0	136,96	174,77	140,17	160,48	112,55	139,57	106,09	27,74	126,71	148,60	79,65	164,19	165,86	163,29	100,15	162,83	45,26	88,91	125,10	112,60	173,94	94,96	110,07	27,89	78,99	143,66	144,61	59,89	102,50	2,674	306,37	26,97	103,59	101,34	60,51	143,36	143,92	90,59	121,14	113,99	51,63	10,90	44,03	107,05	110,97	148,22	337,18	27,07	
18,40	1683226690	9220,0	137,37	175,07	139,77	160,48	112,75	140,26	105,70	27,80	127,02	147,68	78,53	165,51	166,07	164,49	100,35	162,53	46,65	89,21	124,91	112,20	173,94	95,64	111,24	27,77	78,99	144,27	143,40	60,29	102,70	1,486	306,17	26,93	104,72	100,11	59,09	144,99	143,41	92,00	121,04	112,89	52,23	9,912	43,93	106,95	110,09	150,08	336,21	26,95	
18,40	1683226690	9220,0	136,96	173,95	141,08	160,48	113,15	139,57	105,90	27,82	127,74	147,57	78,74	164,09	164,95	163,89	100,95	161,03	44,66	88,81	124,71	113,58	174,04	95,64	109,49	27,89	78,99	142,65	144,51	59,29	100,80	1,486	305,78	27,07	104,51	100,52	58,88	143,47	143,82	92,40	122,74	112,89	51,83	11,00	43,04	106,36	110,67	149,88	336,99	27,05	
18,41	1683226690	9220,0	137,57	175,28	139,77	160,28	113,15	141,35	105,90	28,00	127,94	148,19	78,33	166,02	166,17	163,69	100,85	162,23	45,66	90,00	123,82	112,99	175,02	96,62	110,17	27,79	79,71	143,26	143,91	59,69	101,40	2,674	305,68	27,07	104,20	100,32	59,29	144,68	144,52	92,20	121,34	113,39	52,03	10,90	42,35	107,14	109,60	150,27	337,18	27,03	
18,41	1683226690	9220,0	137,57	173,95	140,58	160,48	112,55	139,07	105,70	27,87	126,61	148,29	79,14	164,90	165,56	163,18	100,55	162,23	45,86	90,30	125,10	113,58	173,94	95,06	111,53	27,82	80,32	142,65	144,71	59,69	101,00	1,783	306,17	27,07	105,03	100,72	59,09	144,38	143,21	90,99	121,74	113,39	52,83	11,10	43,44	107,05	110,87	150,47	336,70	27,06	
18,41	1683226690	9220,0	137,37	174,67	140,17	160,28	113,35	139,67	105,70	27,77	126,40	148,90	78,84	166,73	165,26	163,08	100,75	162,43	46,26	89,21	124,51	112,20	173,45	94,77	110,85	27,84	78,99	143,97	144,01	59,49	101,70	2,278	306,17	26,97	104,72	101,24	58,98	144,89	144,52	92,00	121,34	113,19	53,23	10,61	42,35	106,75	109,01	148,61	336,40	27,00	
18,41	1683226690	9220,0	137,16	174,36	139,97	159,48	113,35	139,17	105,40	27,90	127,02	148,90	79,75	165,51	165,76	162,98	100,75	163,03	45,66	90,30	125,30	113,78	175,51	94,28	110,07	27,68	80,32	142,65	145,12	59,09	102,30	1,783	306,37	27,01	104,72	101,03	58,88	144,89	144,42	90,29	120,94	112,89	51,24	10,80	43,04	107,24	110,09	150,27	338,16	26,97	
18,41	1683226690	9220,0	137,78	174,16	140,17	159,78	112,36	139,67	105,70	27,92	126,50	147,78	78,74	164,30	164,95	162,68	101,05	161,93	45,46	89,21	125,30	113,19	173,26	95,55	109,10	27,77	78,99	142,44	144,51	58,89	101,90	2,080	306,37	27,12	103,90	100,32	58,68	143,36	144,02	89,89	119,83	113,59	52,03	10,51	43,54	107,05	110,18	148,42	336,79	27,00	
18,42	1683226690	9220,0	138,60	174,16	139,97	161,09	113,65	139,37	105,99	28,02	127,63	147,37	79,35	164,30	165,16	163,39	100,85	162,43	45,06	90,30	125,40	113,19	174,14	95,35	110,27	27,75	79,61	142,85	145,12	59,29	101,30	3,269	305,78	27,18	104,62	100,01	58,27	144,38	144,42	92,10	121,54	113,39	51,04	10,90	44,03	106,36	109,79	148,61	336,79	26,92	
18,42	1683226690	9220,0	137,78	173,65	140,38	160,48	113,65	139,17	105,21	27,79	126,71	148,90	79,55	166,02	165,76	162,48	100,55	161,93	45,26	89,61	125,10	113,29	173,84	97,01	110,07	27,72	79,71	143,26	143,91	58,69	102,30	2,873	305,88	26,97	104,31	101,24	58,68	142,96	143,82	89,68	121,74	113,59	51,63	11,10	43,44	106,46	109,99	149,88	337,47	26,96	
18,42	1683226690	9220,0	137,57	174,87	140,38	161,39	112,85	140,36	106,19	27,81	127,43	148,90	78,63	166,02	164,75	162,48	99,75	163,23	45,66	90,30	124,71	113,78	174,04	95,55	109,88	27,75	79,71	143,26	144,92	59,29	102,50	4,061	306,76	26,89	103,59	101,85	59,09	144,38	143,11	91,19	122,04	114,99	52,23	11,10	43,64	106,55	109,11	149,00	336,79	26,97	
18,42	1683226690	9220,0	137,57	174,36	140,17	160,89	112,55	139,57	105,60	27,96	126,30	148,29	78,94	165,51	165,86	162,48	99,75	163,43	46,65	89,41	124,91	113,97	174,04	94,57	110,27	27,82	80,32	143,46	143,91	59,69	101,30	2,179	306,47	27,04	104,10	101,24	58,48	144,18	143,92	90,59	120,74	113,39	52,33	11,10	43,24	107,73	110,97	150,27	337,47	27,05	
18,42	1683226690	9220,0	138,39	173,65	139,97	160,89	113,85	139,17	107,37	28,07	126,30	149,11	77,92	166,12	165,56	162,78	99,95	163,63	45,96	89,71	125,40	113,78	173,45	95,06	110,66	27,73	79,71	142,04	144,01	59,49	101,10	3,071	306,17	27,20	104,00	100,32	58,88	144,07	144,63	91,60	121,34	113,99	52,53	10,80	43,34	106,95	108,22	149,69	337,47	27,03	
18,43	1683226690	9270,0	137,16	174,16	140,48	159,88	113,15	140,16	106,68	27,82	126,40	148,29	79,14	165,41	165,36	163,59	100,55	162,13	45,16	89,41	125,40	113,78	174,53	93,89	110,95	27,67	78,99	142,85	144,61	60,09	101,30	1,783	306,37	27,01	104,00	101,44	59,29	142,96	143,82	91,60	120,23	112,79	51,24	10,51	43,93	106,95	110,18	149,10	337,09	26,90	
18,43	1683226690	9270,0	137,37	174,46	139,57	161,79	113,15	140,16	105,01	27,88	125,89	148,90	78,12	165,41	165,36	162,68	99,85	162,43	44,76	89,11	124,31	114,56	173,94	95,25	110,17	27,84	80,32	144,27	143,50	60,69	101,00	1,387	305,58	27,14	103,90	101,03	60,11	144,28	143,41	91,19	122,74	113,79	51,63	10,31	42,06	106,95	109,60	148,71	337,47	27,07	
18,43	1683226690	9270,0	137,78	174,16	139,77	160,48	112,75	140,16	105,70	27,85	127,53	147,57	78,12	164,90	165,86	164,69	99,25	162,83	45,96	90,30	124,51	112,99	174,82	95,45	111,04	27,70	78,99	142,24	145,12	60,09	102,50	1,684	306,47	27,02	104,10	100,52	58,17	144,18	143,31	92,10	121,24	113,39	52,63	11,10	42,06	106,65	110,38	149,98	336,02	26,92	
18,43	1683226690	9270,0	137,57	174,77	140,07	159,28	113,25	141,25	105,01	27,85	125,99	148,29	78,84	165,41	165,86	164,09	100,55	162,43	45,86	88,81	125,70	113,19	174,43	95,64	109,68	27,82	80,32	142,44	143,40	59,49	101,00	1,684	306,27	26,97	104,41	100,11	59,49	142,76	142,71	90,29	121,14	113,79	52,53	11,20	43,24	107,44	110,18	149,10	337,77	27,00	
18,43	1683226690	9270,0	137,37	174,56	139,37	159,68	112,36	139,67	106,59	27,85	126,50	147,98	79,04	164,90	165,46	162,88	100,25	163,03	46,06	89,90	124,71	113,97	173,65	95,84	111,04	27,84	79,61	141,83	144,01	59,29	102,70	1,882	306,37	26,97	103,90	100,01	58,68	143,97	143,82	91,19	121,14	113,99	51,83	10,61	44,33	106,95	110,58	149,78	336,40	27,13	
18,44	1683226690	9270,0	137,98	172,94	139,97	160,08	113,25	140,16	105,01	27,98	128,15	148,09	78,94	165,51	166,37	163,29	100,35	161,93	45,36	89,80	124,91	113,58	174,14	95,25	110,07	27,67	78,99	144,27	144,11	60,09	101,70	1,288	305,98	27,11	104,72	100,42	59,49	143,57	144,02	90,79	120,94	112,99	52,63	11,50	42,55	107,44	109,99	149,69	337,77	26,97	
18,44	1683226690	9270,0	136,55	173,14	139,37	160,08	113,35	139,07	107,08	27,92	125,58	148,49	79,55	166,12	165,06	162,98	100,85	161,83	45,26	89,61	125,30	113,97	174,14	96,43	109,29	27,84	79,71	142,85	143,30	58,69	101,60	1,684	306,17	27,02	104,10	100,32	59,70	143,57	143,92	90,99	120,74	113,39	52,23	11,30	43,93	106,16	109,60	149,30	336,60	27,02	
18,44	1683226690	9270,0	136,76	174,16	139,87	160,89	112,36	140,16	107,18	27,77	126,71	148,29	79,14	164,19	165,56	163,69	99,75	162,53	46,26	90,20	125,20	113,78	175,51	96,52	110,66	27,75	79,71	142,24	144,31	59,69	102,10	1,981	305,68	26,97	104,31	99,91	59,39	143,57	143,82	91,40	120,33	113,59	52,63	10,71	43,24	106,95	110,77	149,78	336,79	26,91	
18,44	1683226690	9270,0	137,78	173,95	140,58	159,88	111,96	140,85	106,19	28,00	126,09	148,19	78,43	163,59	165,26	163,49	100,95	162,53	45,66	89,90	125,89	114,56	173,94	95,45	109,39	27,82	80,32	143,77	143,91	59,89	102,50	1,189	306,57	27,16	104,31	101,03	59,90	143,97	143,31	91,30	121,14	113,99	52,83	11,30	43,54	107,05	109,99	149,49	337,77	27,05	
18,44	1683226690	9270,0	137,37	173,14	139,97	161,49	111,46	139,17	106,49	27,80	127,12	147,98	78,53	164,09	165,46	162,48	100,35	162,13	44,47	89,41	124,51	113,88	173,94	94,96	111,14	27,72	79,61	142,34	145,12	59,89	103,60	3,071	306,76	26,96	104,51	100,62	57,86	144,18	145,03	90,99	122,34	113,99	52,03	10,71	43,44	106,36	109,50	149,49	337,09	27,02	
18,45	1683226690	9270,0	137,78	174,67	139,57	160,89	112,75	140,16	106,19	27,85	127,12	147,78	78,94	165,41	164,55	164,09	99,85	162,43	45,36	89,80	124,51	113,97	175,02	95,25	109,10	27,70	80,32	143,36	144,11	59,69	102,10	1,684	306,17	26,97	104,51	100,93	60,11	144,07	142,71	91,60	120,94	113,39	52,23	10,51	42,06	106,75	108,71	149,69	337,86	26,86	
18,45	1683226690	9270,0	136,76	174,16	140,98	159,48	113,15	140,16	105,90	28,02	125,68	148,70	78,53	166,12	166,17	162,48	100,75	163,03	45,86	88,42	124,51	114,47	173,65	96,43	110,85	27,67	80,32	143,66	144,41	59,69	102,10	3,170	306,37	27,16	104,00	101,44	60,31	146,21	143,21	90,99	120,94	113,99	53,23	10,71	42,65	106,95	110,09	149,69	336,60	26,90	
18,45	1683226690	9270,0	137,16	173,95	140,07	160,68	112,95	139,76	105,01	27,88	128,15	148,70	79,04	166,02	165,46	162,08	99,65	162,23	45,46	90,60	124,12	113,38	174,14	94,96	110,07	27,71	80,32	141,83	145,12	59,49	101,10	1,684	306,57	27,02	104,10	100,21	58,27	144,18	143,21	90,49	122,04	112,99	52,23	11,10	42,85	106,55	109,11	149,88	336,60	26,93	
18,45	1683226690	9270,0	137,78	174,26	140,68	160,08	112,95	139,96	106,09	27,85	126,30	148,49	78,02	165,31	165,86	163,89	101,66	162,73	44,86	90,00	124,12	112,99	174,43	95,84	109,88	27,71	79,71	142,65	144,71	60,49	101,60	3,269	306,17	26,97	104,82	101,54	58,27	142,76	143,92	90,79	121,54	114,49	51,14	10,90	42,45	106,36	110,58	149,49	336,79	26,95	
18,45	1683226690	9270,0	137,57	173,45	140,07	160,89	113,15	139,17	106,09	27,87	126,61	148,09	78,94	164,30	165,56	163,29	100,75	162,13	46,45	89,61	125,20	112,60	173,45	96,03	109,68	27,77	78,99	142,24	144,51	59,49	101,20	2,278	305,68	27,01	104,41	100,83	58,98	144,58	144,63	92,00	121,14	113,39	52,23	11,10	43,83	106,36	109,99	149,98	337,77	27,00	
18,46	1683226690	9270,0	137,78	174,36	140,07	160,89	113,55	140,16	105,80	27,70	127,63	147,06	79,04	166,02	166,57	164,29	99,55	161,53	46,55	88,52	124,71	113,38	174,73	95,25	110,46	27,70	78,99	141,53	144,51	60,29	101,40	1,882	305,78	26,89	104,00	101,13	58,07	144,28	144,02	91,50	121,44	112,59	53,23	10,71	43,44	106,75	110,18	149,49	337,18	27,00	
18,46	1683226690	9270,0	137,16	174,36	139,26	160,28	112,16	139,76	105,40	27,92	126,40	148,90	78,84	165,31	166,07	164,09	99,95	161,83	45,46	89,61	125,30	114,96	174,14	96,52	109,68	27,77	80,32	143,46	144,01	60,29	101,80	1,981	306,76	27,04	104,72	101,24	58,88	145,19	144,02	91,40	120,74	113,79	51,73	11,70	43,04	107,54	110,18	149,00	337,57	27,00	
18,46	1683226690	9270,0	137,16	174,26	139,87	160,89	112,55	139,17	105,70	27,80	126,71	148,90	78,94	166,02	165,36	162,28	100,55	161,83	45,66	90,00	124,51	112,79	174,43	96,43	110,75	27,60	80,32	142,65	144,51	59,49	102,10	2,972	305,39	26,93	104,31	100,52	58,48	143,16	143,21	90,59	121,14	114,49	51,63	11,30	43,24	106,95	110,77	150,27	337,67	26,97	
18,46	1683226690	9270,0	137,16	173,95	140,48	160,89	112,95	140,26	105,60	27,95	126,92	148,70	79,55	164,09	166,27	162,88	99,05	162,73	45,96	89,11	124,51	113,78	174,43	95,84	109,68	27,68	78,99	142,65	144,51	59,69	101,90	2,080	306,17	27,01	104,10	101,44	58,78	144,38	143,92	89,99	122,04	114,49	52,63	10,90	42,35	107,44	110,38	149,49	337,09	26,92	
18,46	1683226690	9270,0	137,16	173,34	139,97	160,18	113,65	139,57	106,09	27,92	125,99	148,29	79,14	164,09	165,26	163,29	100,35	161,83	46,26	90,00	126,49	113,78	173,84	96,23	110,95	27,76	80,32	142,44	144,31	60,09	102,30	2,278	306,57	27,02	103,69	100,52	59,70	142,96	143,31	90,79	122,24	113,39	52,83	11,10	44,72	106,75	109,79	149,69	338,06	26,92	
18,47	1683226690	9270,0	137,37	173,55	139,77	160,28	112,55	140,16	106,19	27,90	126,50	148,09	79,14	165,41	165,26	163,49	100,15	162,83	45,36	90,00	124,91	113,19	173,16	95,64	110,27	27,73	79,71	141,83	144,01	59,69	102,10	1,882	307,36	27,02	103,90	101,03	58,88	145,49	143,92	91,19	121,14	113,59	51,24	11,30	42,55	106,65	110,18	149,20	337,67	27,03	
18,47	1683226690	9270,0	137,57	173,75	140,27	160,89	112,55	140,66	106,59	27,77	127,53	147,78	79,45	165,31	165,96	163,89	100,75	162,23	44,66	88,81	125,20	113,58	174,24	94,86	109,49	27,70	79,71	142,34	144,51	59,89	101,80	1,486	306,76	26,94	104,72	100,72	58,98	143,67	143,82	90,79	120,23	112,89	52,23	10,80	43,24	107,14	110,77	149,88	337,57	27,00	
18,47	1683226690	9270,0	137,57	173,55	139,97	160,89	112,75	139,67	105,60	27,79	126,50	148,49	78,94	166,02	165,96	162,28	100,35	163,63	45,66	89,21	125,20	113,97	173,16	96,62	110,36	27,67	80,32	142,44	143,80	59,29	102,10	2,080	306,76	26,97	104,51	101,13	58,27	143,47	143,82	91,80	121,04	114,49	52,33	11,10	43,24	107,73	108,13	149,30	336,89	26,90	
18,47	1683226690	9270,0	137,37	174,77	140,98	160,99	113,95	139,57	105,40	27,92	126,61	147,88	78,53	165,92	165,46	163,08	99,75	162,73	46,26	89,61	125,10	113,48	175,02	95,16	110,46	27,72	78,38	143,46	145,12	59,89	101,90	1,387	306,37	26,99	103,69	99,80	58,48	143,77	144,52	91,09	122,04	114,39	52,53	10,21	43,04	106,95	109,11	150,66	336,60	26,96	
18,47	1683226690	9270,0	137,98	173,34	138,96	159,58	113,35	140,16	104,81	27,87	126,09	148,49	78,53	165,41	165,76	163,89	100,15	163,23	46,26	90,10	125,10	113,78	173,94	94,96	110,46	27,72	78,99	142,65	143,30	59,29	102,30	2,278	306,17	26,98	103,59	100,32	60,51	143,87	143,21	91,19	120,94	113,59	52,23	11,10	42,85	107,44	110,58	149,69	338,25	26,95	
18,48	1683226690	9270,0	136,55	173,45	139,97	160,48	112,85	140,66	106,88	27,80	126,92	149,31	79,55	165,41	165,56	162,88	101,35	163,63	45,86	89,41	124,91	113,78	173,45	95,25	110,66	27,77	78,38	141,63	144,51	59,09	103,30	1,684	306,17	27,03	104,10	100,62	58,68	143,87	144,02	91,30	121,84	114,39	52,63	10,80	43,04	105,77	109,79	149,10	337,67	26,95	
18,48	1683226690	9270,0	138,19	174,77	141,08	161,29	113,55	139,67	105,90	27,85	128,15	147,57	78,84	166,02	164,65	163,29	100,15	162,13	46,65	89,71	125,89	113,48	174,43	96,43	111,73	27,70	80,32	143,66	145,12	58,69	101,90	1,981	307,06	27,06	104,82	100,32	58,88	144,07	143,82	91,80	120,23	113,29	52,23	10,11	43,04	106,36	109,69	149,49	335,24	26,85	
18,48	1683226690	9270,0	137,57	174,16	140,07	159,78	112,75	140,16	105,21	27,95	125,68	147,78	78,33	166,02	164,95	162,98	99,95	161,83	45,06	89,21	125,30	114,37	173,16	96,43	110,46	27,82	78,99	143,66	143,91	58,89	101,10	1,783	307,26	27,12	104,72	101,65	59,49	144,28	142,81	90,39	121,14	113,99	52,03	11,40	44,13	107,24	110,18	148,42	337,67	26,92	
